model      ;temperature;prompt                                   ;tokens;iteration;response       ;semantic_shift
gpt-4o     ;0.2        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and exist in probabilistic states until measured.;0.2 
gpt-4o     ;0.2        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilities rather than deterministic laws.;0.17
gpt-4o     ;0.2        ;Write a quatrain about war               ;20    ;1        ;in fields where shadows stretch and cannons roar   the cries of valor echo evermore.;1.06
gpt-4o     ;0.2        ;Write a quatrain about war               ;20    ;2        ;in fields where shadows stretch and silence weeps   the echoes of the past in whispers soar;1.01
gpt-4o     ;0.2        ;Write a quatrain about war               ;20    ;3        ;in fields where silence once held sway   now echoes clash with steel's fierce might   the;1.01
gpt-4o     ;0.2        ;Write a quatrain about war               ;20    ;4        ;in fields where silence once held sway   the echoes of the cannons play.   a crimson;1.02
gpt-4o     ;0.2        ;Write a quatrain about war               ;50    ;1        ;in fields where echoes of the past reside   the drums of war beat with a somber tone.   beneath the sky where countless dreams have died   the seeds of peace await to be re-sown.;1.04
gpt-4o     ;0.2        ;Write a quatrain about war               ;50    ;2        ;in fields where silence once held sway   now echoes clash with cries of war.   the sky is dark the sun's astray   peace whispers faintly lost once more.;1.06
gpt-4o     ;0.2        ;Write a quatrain about war               ;50    ;3        ;in fields where silence once held sway   the echoes of the past now play.   a crimson sun sets on the land   where peace and war walk hand in hand.;1.04
gpt-4o     ;0.2        ;Write a quatrain about war               ;50    ;4        ;in fields where silence once held sway   now echoes clash with steel and might   the dawn is veiled in smoke and gray   yet hope still flickers through the night.;1.02
gpt-4o     ;0.2        ;Write a quatrain about war               ;100   ;1        ;in fields where silence once held sway   now echoes clash with cries of war.   the sky is dark the night turns gray   as peace retreats and hearts are sore.;1.06
gpt-4o     ;0.2        ;Write a quatrain about war               ;100   ;2        ;in fields where shadows stretch and silence weeps   the echoes of the past in whispers tread   where valor's flame in crimson memory keeps   the cost of peace is written in the dead.;1.04
gpt-4o     ;0.2        ;Write a quatrain about war               ;100   ;3        ;in fields where silence once held sway   the echoes of the cannons play.   a crimson sun sets on the land   where peace and hope make their last stand.;1.05
gpt-4o     ;0.2        ;Write a quatrain about war               ;100   ;4        ;in fields where silence once held sway   the echoes of the past now play.   a crimson sun sets on the land   where peace and war walk hand in hand.;1.03
gpt-4o     ;0.2        ;Write a quatrain about war               ;200   ;1        ;in fields where silence once held sway   the echoes of the past now play.   with shadows cast by fire's light   war paints the day and haunts the night.;1.03
gpt-4o     ;0.2        ;Write a quatrain about war               ;200   ;2        ;in fields where shadows stretch and silence weeps   the echoes of the past in whispers tread.   through shattered dreams the cost of conflict seeps   as weary hearts bear tales of valor's thread.;1.04
gpt-4o     ;0.2        ;Write a quatrain about war               ;200   ;3        ;in fields where shadows stretch and linger long   the echoes of the past in silence throng.   with courage clad yet hearts in sorrow's snare   war's weary dance leaves naught but whispered prayer.;1.04
gpt-4o     ;0.2        ;Write a quatrain about war               ;200   ;4        ;in fields where shadows stretch and linger long   the echoes of the past in silence throng.   with courage clad yet hearts weighed down by scar   they march through night beneath a blood-red star.;1.03
gpt-4o     ;0.2        ;Write a quatrain about war               ;400   ;1        ;in fields where echoes of the past resound   the drums of war beat heavy deep and loud.   yet in the silence after battle's cry   hope whispers softly 'neath a darkened sky.;1.05
gpt-4o     ;0.2        ;Write a quatrain about war               ;400   ;2        ;in fields where silence once held sway   now echoes clash with steel's harsh cry   the skies are darkened night and day   as hopes and dreams like embers fly.;1.01
gpt-4o     ;0.2        ;Write a quatrain about war               ;400   ;3        ;in fields where shadows stretch and silence weeps   the echoes of the past in whispers tread.   where valor's flame in crimson memory keeps   the cost of peace is written in the dead.;1.01
gpt-4o     ;0.2        ;Write a quatrain about war               ;400   ;4        ;in fields where echoes of the past reside   the drums of war beat loud a somber call.   beneath the sky where countless dreams have died   the silent tears of peace begin to fall.;1.04
gpt-4o     ;0.2        ;Solve 2+2                                ;20    ;1        ;the solution to \(2 + 2\) is \(4\).;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;20    ;2        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;20    ;3        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;20    ;4        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;50    ;1        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;50    ;2        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;50    ;3        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;50    ;4        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;100   ;1        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;100   ;2        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;100   ;3        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;100   ;4        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;200   ;1        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;200   ;2        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;200   ;3        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;200   ;4        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;400   ;1        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;400   ;2        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;400   ;3        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.2        ;Solve 2+2                                ;400   ;4        ;2 + 2 equals 4.;0.92
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;20    ;1        ;quantum mechanics is the branch of physics that deals with the behavior of matter and energy at the smallest scales;0.01
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is the branch of physics that studies the behavior of matter and energy at the smallest scales;0.0 
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.08
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is the branch of physics that studies the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilities rather than deterministic laws.;0.14
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;50    ;2        ;quantum mechanics is the branch of physics that studies the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilities rather than deterministic laws.;0.21
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;50    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilities rather than deterministic laws.;0.2 
gpt-4o     ;0.4        ;Explain quantum mechanics in one sentence;50    ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and exist in probabilistic states until measured.;0.17
